516348 15484 24501
Sequential (
  (0): Linear (15484 -> 2000)
  (1): ReLU ()
  (2): Linear (2000 -> 24501)
  (3): LogSoftmax ()
)
Epoch  2 Batch  40  -> Loss=0.980917, Train Acc=0.887, Dev Acc=None, Time passed: 2.96Hours
Epoch  2 Batch  50  -> Loss=0.982652, Train Acc=0.887, Dev Acc=None, Time passed: 3.01Hours
Epoch  2 Batch  60  -> Loss=1.042423, Train Acc=0.880, Dev Acc=None, Time passed: 3.07Hours
Epoch  2 Batch  70  -> Loss=1.102644, Train Acc=0.876, Dev Acc=None, Time passed: 3.13Hours
Epoch  2 Batch  80  -> Loss=2.375752, Train Acc=0.875, Dev Acc=None, Time passed: 3.19Hours
Epoch  2 Batch  90  -> Loss=1.300451, Train Acc=0.887, Dev Acc=None, Time passed: 3.25Hours
Full Dev Eval -> Epoch  2 Batch 100  -> Loss=0.866957, Train Acc=0.888, Dev Acc=0.881
Epoch  2 Batch 110  -> Loss=1.049816, Train Acc=0.872, Dev Acc=None, Time passed: 3.39Hours
Epoch  2 Batch 120  -> Loss=1.815187, Train Acc=0.879, Dev Acc=None, Time passed: 3.45Hours
Epoch  2 Batch 130  -> Loss=1.731583, Train Acc=0.895, Dev Acc=None, Time passed: 3.51Hours
Epoch  2 Batch 140  -> Loss=1.001974, Train Acc=0.894, Dev Acc=None, Time passed: 3.58Hours
Epoch  2 Batch 150  -> Loss=0.904057, Train Acc=0.895, Dev Acc=None, Time passed: 3.64Hours
Epoch  2 Batch 160  -> Loss=0.967952, Train Acc=0.880, Dev Acc=None, Time passed: 3.70Hours
Epoch  2 Batch 170  -> Loss=0.949187, Train Acc=0.884, Dev Acc=None, Time passed: 3.76Hours
Epoch  2 Batch 180  -> Loss=0.982266, Train Acc=0.885, Dev Acc=None, Time passed: 3.83Hours
Epoch  2 Batch 190  -> Loss=0.969226, Train Acc=0.896, Dev Acc=None, Time passed: 3.89Hours
Full Dev Eval -> Epoch  2 Batch 200  -> Loss=1.086632, Train Acc=0.878, Dev Acc=0.878
Epoch  2 Batch 210  -> Loss=0.790235, Train Acc=0.911, Dev Acc=None, Time passed: 4.04Hours
Epoch  2 Batch 220  -> Loss=0.953290, Train Acc=0.885, Dev Acc=None, Time passed: 4.10Hours
Epoch  2 Batch 230  -> Loss=1.565203, Train Acc=0.883, Dev Acc=None, Time passed: 4.17Hours
Epoch  2 Batch 240  -> Loss=1.014721, Train Acc=0.886, Dev Acc=None, Time passed: 4.24Hours
Epoch  2 Batch 250  -> Loss=0.797637, Train Acc=0.893, Dev Acc=None, Time passed: 4.30Hours
Epoch  2 Batch 260  -> Loss=1.096147, Train Acc=0.874, Dev Acc=None, Time passed: 4.37Hours
Epoch  2 Batch 270  -> Loss=1.193717, Train Acc=0.894, Dev Acc=None, Time passed: 4.43Hours
Epoch  2 Batch 280  -> Loss=2.446837, Train Acc=0.883, Dev Acc=None, Time passed: 4.50Hours
Epoch  2 Batch 290  -> Loss=1.183948, Train Acc=0.877, Dev Acc=None, Time passed: 4.57Hours
Full Dev Eval -> Epoch  2 Batch 300  -> Loss=0.857497, Train Acc=0.896, Dev Acc=0.883
Epoch  2 Batch 310  -> Loss=1.108089, Train Acc=0.891, Dev Acc=None, Time passed: 4.73Hours
Epoch  2 Batch 320  -> Loss=1.133216, Train Acc=0.887, Dev Acc=None, Time passed: 4.80Hours
Epoch  2 Batch 330  -> Loss=1.151866, Train Acc=0.874, Dev Acc=None, Time passed: 4.87Hours
Epoch  2 Batch 340  -> Loss=1.065766, Train Acc=0.885, Dev Acc=None, Time passed: 4.94Hours
Epoch  2 Batch 350  -> Loss=1.043282, Train Acc=0.882, Dev Acc=None, Time passed: 5.01Hours
Epoch  2 Batch 360  -> Loss=0.801605, Train Acc=0.891, Dev Acc=None, Time passed: 5.08Hours
Epoch  2 Batch 370  -> Loss=1.103585, Train Acc=0.893, Dev Acc=None, Time passed: 5.15Hours
Epoch  2 Batch 380  -> Loss=0.921744, Train Acc=0.896, Dev Acc=None, Time passed: 5.22Hours
Epoch  2 Batch 390  -> Loss=1.251607, Train Acc=0.886, Dev Acc=None, Time passed: 5.29Hours
Full Dev Eval -> Epoch  2 Batch 400  -> Loss=1.106672, Train Acc=0.902, Dev Acc=0.883
Epoch  2 Batch 410  -> Loss=1.147227, Train Acc=0.872, Dev Acc=None, Time passed: 5.44Hours
Epoch  2 Batch 420  -> Loss=1.177977, Train Acc=0.868, Dev Acc=None, Time passed: 5.50Hours
Epoch  2 Batch 430  -> Loss=1.061486, Train Acc=0.881, Dev Acc=None, Time passed: 5.56Hours
Epoch  2 Batch 440  -> Loss=0.920361, Train Acc=0.906, Dev Acc=None, Time passed: 5.63Hours
Epoch  2 Batch 450  -> Loss=1.318377, Train Acc=0.893, Dev Acc=None, Time passed: 5.69Hours
Epoch  2 Batch 460  -> Loss=4.685166, Train Acc=0.881, Dev Acc=None, Time passed: 5.75Hours
Epoch  2 Batch 470  -> Loss=0.854565, Train Acc=0.891, Dev Acc=None, Time passed: 5.81Hours
Epoch  2 Batch 480  -> Loss=1.076918, Train Acc=0.895, Dev Acc=None, Time passed: 5.88Hours
Epoch  2 Batch 490  -> Loss=0.862910, Train Acc=0.897, Dev Acc=None, Time passed: 5.94Hours
Full Dev Eval -> Epoch  2 Batch 500  -> Loss=0.889553, Train Acc=0.878, Dev Acc=0.884
Epoch  3 Batch   0  -> Loss=0.853000, Train Acc=0.903, Dev Acc=None, Time passed: 6.05Hours
Epoch  3 Batch  10  -> Loss=0.931662, Train Acc=0.897, Dev Acc=None, Time passed: 6.11Hours
Epoch  3 Batch  20  -> Loss=1.003292, Train Acc=0.894, Dev Acc=None, Time passed: 6.18Hours
Epoch  3 Batch  30  -> Loss=0.925322, Train Acc=0.886, Dev Acc=None, Time passed: 6.24Hours
Epoch  3 Batch  40  -> Loss=1.808015, Train Acc=0.892, Dev Acc=None, Time passed: 6.30Hours
Epoch  3 Batch  50  -> Loss=0.922979, Train Acc=0.887, Dev Acc=None, Time passed: 6.36Hours
Epoch  3 Batch  60  -> Loss=3.668521, Train Acc=0.889, Dev Acc=None, Time passed: 6.42Hours
Epoch  3 Batch  70  -> Loss=0.904992, Train Acc=0.900, Dev Acc=None, Time passed: 6.49Hours
Epoch  3 Batch  80  -> Loss=1.139170, Train Acc=0.906, Dev Acc=None, Time passed: 6.55Hours
Epoch  3 Batch  90  -> Loss=1.414866, Train Acc=0.907, Dev Acc=None, Time passed: 6.61Hours
Full Dev Eval -> Epoch  3 Batch 100  -> Loss=1.463420, Train Acc=0.900, Dev Acc=0.888
Epoch  3 Batch 110  -> Loss=0.767617, Train Acc=0.908, Dev Acc=None, Time passed: 6.75Hours
Epoch  3 Batch 120  -> Loss=0.891517, Train Acc=0.914, Dev Acc=None, Time passed: 6.81Hours
Epoch  3 Batch 130  -> Loss=0.716773, Train Acc=0.903, Dev Acc=None, Time passed: 6.87Hours
Epoch  3 Batch 140  -> Loss=1.016117, Train Acc=0.887, Dev Acc=None, Time passed: 6.93Hours
Epoch  3 Batch 150  -> Loss=0.855469, Train Acc=0.898, Dev Acc=None, Time passed: 7.00Hours
Epoch  3 Batch 160  -> Loss=0.942313, Train Acc=0.905, Dev Acc=None, Time passed: 7.06Hours
Epoch  3 Batch 170  -> Loss=0.676718, Train Acc=0.916, Dev Acc=None, Time passed: 7.12Hours
Epoch  3 Batch 180  -> Loss=1.114192, Train Acc=0.893, Dev Acc=None, Time passed: 7.18Hours
Epoch  3 Batch 190  -> Loss=0.787159, Train Acc=0.908, Dev Acc=None, Time passed: 7.24Hours
Full Dev Eval -> Epoch  3 Batch 200  -> Loss=1.413483, Train Acc=0.891, Dev Acc=0.890
Epoch  3 Batch 210  -> Loss=0.689760, Train Acc=0.915, Dev Acc=None, Time passed: 7.39Hours
Epoch  3 Batch 220  -> Loss=0.878906, Train Acc=0.894, Dev Acc=None, Time passed: 7.45Hours
Epoch  3 Batch 230  -> Loss=0.762857, Train Acc=0.908, Dev Acc=None, Time passed: 7.52Hours
Epoch  3 Batch 240  -> Loss=0.830633, Train Acc=0.895, Dev Acc=None, Time passed: 7.58Hours
Epoch  3 Batch 250  -> Loss=1.223106, Train Acc=0.889, Dev Acc=None, Time passed: 7.64Hours
Epoch  3 Batch 260  -> Loss=1.715077, Train Acc=0.888, Dev Acc=None, Time passed: 7.71Hours
Epoch  3 Batch 270  -> Loss=0.896823, Train Acc=0.904, Dev Acc=None, Time passed: 7.77Hours
Epoch  3 Batch 280  -> Loss=1.059530, Train Acc=0.897, Dev Acc=None, Time passed: 7.83Hours
Epoch  3 Batch 290  -> Loss=0.902187, Train Acc=0.898, Dev Acc=None, Time passed: 7.89Hours
Full Dev Eval -> Epoch  3 Batch 300  -> Loss=0.782770, Train Acc=0.892, Dev Acc=0.891
Epoch  3 Batch 310  -> Loss=1.892249, Train Acc=0.892, Dev Acc=None, Time passed: 8.04Hours
Epoch  3 Batch 320  -> Loss=0.844902, Train Acc=0.896, Dev Acc=None, Time passed: 8.10Hours
Epoch  3 Batch 330  -> Loss=1.015358, Train Acc=0.896, Dev Acc=None, Time passed: 8.16Hours
Epoch  3 Batch 340  -> Loss=0.762447, Train Acc=0.904, Dev Acc=None, Time passed: 8.22Hours
Epoch  3 Batch 350  -> Loss=0.914718, Train Acc=0.905, Dev Acc=None, Time passed: 8.28Hours
Epoch  3 Batch 360  -> Loss=0.826764, Train Acc=0.899, Dev Acc=None, Time passed: 8.34Hours
Epoch  3 Batch 370  -> Loss=0.758305, Train Acc=0.910, Dev Acc=None, Time passed: 8.40Hours
Epoch  3 Batch 380  -> Loss=0.799200, Train Acc=0.893, Dev Acc=None, Time passed: 8.46Hours
Epoch  3 Batch 390  -> Loss=0.931439, Train Acc=0.891, Dev Acc=None, Time passed: 8.52Hours
Full Dev Eval -> Epoch  3 Batch 400  -> Loss=0.785169, Train Acc=0.921, Dev Acc=0.891
Epoch  3 Batch 410  -> Loss=0.622074, Train Acc=0.918, Dev Acc=None, Time passed: 8.67Hours
Epoch  3 Batch 420  -> Loss=0.818193, Train Acc=0.901, Dev Acc=None, Time passed: 8.73Hours
Epoch  3 Batch 430  -> Loss=0.781749, Train Acc=0.904, Dev Acc=None, Time passed: 8.79Hours
Epoch  3 Batch 440  -> Loss=0.778830, Train Acc=0.899, Dev Acc=None, Time passed: 8.85Hours
Epoch  3 Batch 450  -> Loss=0.869812, Train Acc=0.878, Dev Acc=None, Time passed: 8.91Hours
Epoch  3 Batch 460  -> Loss=0.862891, Train Acc=0.903, Dev Acc=None, Time passed: 8.97Hours
Epoch  3 Batch 470  -> Loss=1.079116, Train Acc=0.908, Dev Acc=None, Time passed: 9.04Hours
Epoch  3 Batch 480  -> Loss=0.813413, Train Acc=0.900, Dev Acc=None, Time passed: 9.10Hours
